,m2,m4,m6,m8,m10,m12,m14,m16,m18,m20,m22,m24,m26,m28,m30,m32,m34,m36,m38,m40,m42,m44,m46,m48,m50,m52,m54,m56,m58,m60,m62,m64,m66,m68,m70,m72,m74,m76,m78,m80,m82,m84,m86,m88,m90,m92,m94,m96,m98,m100,m102,m104,m106,m108,m110,m112,m114,m116,m118,m120,m122,m124,m126,m128,m130,m132,m134,m136,m138,m140,m142,m144,m146,m148,m150,m152,m154,m156,m158,m160,m162,m164,m166,m168,m170,m172,m174,m176,m178,m180,m182,m184,m186,m188,m190,m192,m194,m196,m198,m200
m1984,0.5127778,0.6734538,0.2712376,,0.5168474,0.7636475,0.5415135,0.3587714,0.6921414,0.5795165,0.6866879,0.6322907,0.6619624,0.2051259,,0.3481674,0.3003725,0.3903731,,,0.677651,0.6250597,0.6202326,0.510213,0.1579767,0.5690261,,,0.6061551,0.471528,0.4817901,0.5270572,0.826057,0.2396582,0.4742057,0.2112617,0.6328407,0.7849951,0.3809776,,,,0.6520791,0.4391868,,0.7005997,0.2045405,,,0.3479794,0.7949172,0.4042948,,,0.2002857,0.5549708,,0.8519381,,,0.7780687,,0.7865251,,,0.6496067,,,,0.3480797,,0.435379,,,0.4425783,0.3761521,0.1481393,0.2234677,0.7110661,0.7626711,0.2998273,0.3057053,0.7775752,0.5796604,0.4826103,0.7466324,0.6223032,0.4772706,,0.4739985,,0.7178928,0.4292273,0.5653396,0.0896585,,0.3960421,0.6556041,0.5045704,
m1985,0.5247824,0.9069923,0.3292898,0.5718529,0.5004375,0.7395622,0.3528002,0.2496163,0.5675799,0.784024,0.4567033,0.5711281,0.4842834,0.6425154,0.1875976,0.2648344,0.30747,0.3670996,0.5045985,,0.4890377,0.7599249,0.606136,0.5337158,0.1838651,0.4744735,0.5274219,,0.4680582,0.2620626,0.213269,0.7037122,0.8451103,0.8879077,0.5592044,0.3532461,0.9066906,0.586426,0.3870161,,0.7503659,,0.5087421,0.3692844,,0.9157744,0.154476,,,0.1898137,0.9514852,0.4336944,,,0.2343402,0.3324189,,0.3683114,0.7118806,,0.6967025,,0.8360642,,,0.6117184,,,,0.5458546,,0.6337813,,,0.23138,0.3941218,0.3934704,0.6312887,0.6259955,0.7550678,0.2977384,0.5848888,0.647555,0.6098904,0.7043566,0.7509798,0.500065,0.2586073,,0.4434674,,0.8315747,0.6996089,0.4721981,0.4000264,,0.44424,0.7854243,0.5032768,
m1986,0.5486661,0.7179565,0.3557548,0.6556542,0.5317122,0.7451107,0.3226448,0.2729401,0.4819627,0.7467286,0.5302017,0.5356747,0.478746,0.1912126,,0.2800951,0.2689533,0.3232444,,,0.548767,0.7123415,0.7535194,0.5494996,0.1397959,0.371207,,,0.2487912,0.4765501,0.2394377,0.919199,0.9026307,0.6568004,0.5511863,0.4917511,0.8817396,0.743717,0.3133349,,,,0.4367647,0.598219,,0.8653089,0.3279239,,,0.4005036,0.9434134,0.4986818,,,0.2122715,0.4873284,,0.6101815,0.4791966,,0.5371728,,0.7362764,,,0.7364302,,,,0.4592003,,0.7099608,,,0.2158946,0.5360495,0.2384987,0.3006718,0.7735785,0.8156421,0.2532776,0.4604671,0.7872952,0.696097,0.5887095,0.8377965,0.5838903,0.5022559,,0.4909622,,0.7778126,0.8038278,0.6061571,,,0.3825562,0.7500177,0.6096717,
m1987,0.6037194,0.7895055,0.349302,,0.3805428,0.8154659,0.1238808,0.3683098,0.5111759,0.7669174,0.4897595,0.631704,0.6895219,,,0.3422443,0.3105498,0.2578925,,,0.618731,0.6895568,0.2261209,0.8083012,0.1579774,0.4613882,,,0.0811206,0.7067705,0.4370523,0.9420634,0.7937742,,0.4635624,0.3107426,0.8597179,0.708625,0.2657721,,,,0.303853,0.7227227,,0.5885758,0.1033412,,,0.5111229,,0.4907538,,,0.1693688,0.4794055,,0.4226555,0.344365,,0.5721694,,0.8186075,,,0.7099874,,,,0.6592413,,0.7677475,,,0.2803753,0.4996778,0.3587399,,0.647007,0.8002082,0.2336252,0.3508076,0.8028016,0.765789,0.6937173,0.8827888,0.8616807,0.0443684,,0.3183635,,0.3279252,0.7371149,0.6764064,0.2203987,,0.3898727,0.7069847,0.5040177,
m1988,0.5625071,0.8218945,0.3697944,,0.3301006,0.7290829,0.7881163,0.3443029,0.5089468,0.7967327,0.3381767,0.5416042,0.6038692,,,0.4935809,0.3255,0.3137401,,,0.602216,0.6651263,0.469618,0.6799022,0.1245203,0.4630552,,,0.0569683,0.5924452,0.2573635,0.9822509,0.8262921,,0.4975096,0.3838046,,0.6683841,0.7739636,,,,0.2837604,0.7814582,,0.8025858,0.3888728,,,0.6695528,,0.5772658,,,0.1784538,0.3096688,,0.5277903,,,0.7325734,,0.714435,,,0.7348273,,,,0.3171898,,0.6947961,,,0.3207227,0.6732967,,,0.7469228,0.8469416,0.3415308,0.6685015,0.6287496,0.7251772,0.477425,0.7446567,0.7923746,0.0424386,,0.3981271,,0.5268719,0.9122775,0.589244,,,0.3220941,0.6225511,0.6015197,
m1989,0.6157771,,0.3442274,,0.4592273,0.8029763,,0.3664513,0.8071384,,0.2741355,0.5922148,,,,0.3217394,0.3678454,0.049247,,,,0.7973547,0.5760734,0.544605,0.0971181,0.2857869,,,,0.5461313,0.31518,,,,0.4644315,,,0.5619295,,,,,,0.875852,,0.4374755,,,,,,0.7347954,,,0.1676304,0.2216978,,,,,0.7843101,,0.9870227,,,0.3353423,,,,,,,,,0.1897435,0.8443026,,,,0.6363285,0.5712453,0.9413343,,,0.7735523,0.8619474,,,,0.325035,,,0.9321927,0.3785135,,,,0.5156161,0.6755801,
m199,0.4693827,0.3823641,0.2759803,,0.382195,0.203226,0.3626128,0.5730622,0.2980675,0.4778771,0.2125472,0.2799281,0.5682609,0.5702862,0.7384328,0.4460562,0.4915105,0.585253,,0.9046123,0.690756,0.2395049,0.2700001,0.551613,0.5631814,0.637803,,,0.4977489,0.7310786,0.4579791,,,0.6612487,0.29225,0.6928168,0.223609,0.3087847,,0.7737958,0.4113405,0.4885923,0.5074598,0.2043991,,0.2841204,0.7444485,0.8032369,,0.4600264,0.1518197,0.2712229,,,0.4293761,0.2656527,,0.7354397,0.1155835,,0.1849653,0.9404041,,,,0.0577842,,0.6030216,,0.4791422,,0.5375537,,0.3133616,0.6916834,0.0875167,0.6740225,0.5344895,0.1579912,0.5434596,0.6381856,0.4671058,0.4660575,0.1977043,0.2850635,0.3233137,,0.7255542,0.8920574,0.5766671,0.0366448,0.9261635,0.4181422,0.3724251,0.7600831,,0.5581644,0.3885457,0.449746,
m1990,0.6740888,,0.8845818,,0.1015838,0.6542978,,0.1846372,0.6626315,,0.2789435,0.5744,,,,0.3040122,0.5526391,0.7505841,,,,0.6450173,,0.4323204,0.0903741,0.4444677,,,,0.4904447,0.2914232,,0.7786364,,0.3537904,,,0.7132109,,,,,,0.8014266,,0.7549945,,,,,,0.6060797,,,0.1443068,0.2469574,,0.8576673,,,0.7006066,,0.932248,,,0.3407975,,,,,,,,,0.3873647,0.8979714,,,,0.5087265,0.6297979,0.3092952,,,,0.8402338,,,,0.2149687,,,,0.604081,,,,0.4655049,0.5574602,
m1991,0.5654373,0.7330163,0.3637336,0.7532523,0.4051504,0.5319717,0.4498482,0.3954013,0.4535771,0.6994782,0.6056205,0.602107,0.3478951,0.1403311,0.6861911,0.3396843,0.3715366,0.3424326,0.826174,1.0,0.6974729,0.7003813,0.6641481,0.5716898,0.2155494,0.5165592,0.7211016,0.7770905,0.3161709,0.5581283,0.4168728,0.6499679,0.6487723,0.9247978,0.5912601,0.1857521,0.7608817,0.6443442,0.6582062,0.0280347,0.525807,,0.3937161,0.6137223,,0.5770648,0.4082943,,,0.7341796,0.7285653,0.36446,,,0.2503413,0.4431621,,0.6801979,0.7965347,,0.581987,0.3630009,0.5988804,,,0.854033,,,,0.5888415,,0.6424137,,0.6594078,0.320612,0.6240928,0.6026632,0.6136714,0.6509317,0.733938,0.3103558,0.4421673,0.7163334,0.6714268,0.6457996,0.6765453,0.7212329,0.1913951,0.5465164,0.5300311,0.5488907,0.8407516,0.7292413,0.5836296,0.3631142,,0.3447032,0.7083236,0.5863992,0.791022
m1992,0.524641,0.6740923,0.243902,0.5798074,0.3563467,0.7505751,0.4470876,0.2563567,0.4678856,0.7293546,0.5766007,0.6600759,0.4237269,0.2263569,,0.3249605,0.3099582,0.241681,0.9774797,,0.5795399,0.6095014,0.6765277,0.7189304,0.1302766,0.3534298,0.7874743,,0.3025465,0.6080997,0.2744344,0.851201,0.8657126,0.4373005,0.5057006,0.1729691,0.5470134,0.7453438,0.6031919,,,,0.290411,0.6756311,,0.7189766,0.1505748,,0.8002178,0.7259149,0.9010208,0.3640695,,,0.1216236,0.4372874,,,0.356863,,0.7104519,,0.8231937,,,0.8065803,,,,0.3592568,,0.5311034,,,0.2703558,0.7241653,0.3371667,,0.7369564,0.8619624,0.310616,0.5835352,0.6340099,0.6998616,0.6274817,0.8070428,0.8434363,0.2633813,,0.4150667,,0.2007068,0.6808249,0.5733141,,,0.3727375,0.6773487,0.5449253,
m1993,0.5409302,0.7122212,0.2018961,0.609169,0.4245264,0.7534193,0.5016502,0.1703975,0.4687031,0.7054545,0.418886,0.5738405,0.4497562,0.1591135,,0.305064,0.3645003,0.1564395,0.922593,,0.7259777,0.6643204,0.7896731,0.5661527,0.1287541,0.2531264,0.7686702,,0.2393617,0.5634102,0.4367206,0.9432679,0.928582,,0.3829689,0.1636827,0.6951885,0.6251374,0.7549545,,,,0.3736683,0.6808098,,0.7977579,0.4311643,,0.9712748,0.6313193,0.945825,0.4716727,,,0.1182335,0.3999932,,0.5277903,0.7515018,,0.6807593,,0.9463988,,,0.7405907,,,,0.5464341,,0.8219798,,0.9736319,0.1637066,0.7568425,0.2632095,0.1204606,0.7020104,0.8509786,0.340358,0.7575248,0.8001993,0.6574143,0.641399,0.8446286,0.7925495,0.3014064,,0.3200851,,,0.7567005,0.6321963,0.1766193,,0.1896326,0.6222447,0.5119846,0.9154463
m1994,0.4661519,0.3804017,0.564062,0.684614,0.5395877,0.3052004,0.5527455,0.5893257,0.4613886,0.343927,0.5458944,0.4277998,0.3740328,0.4778102,0.414273,0.5656609,0.5401111,0.5452977,0.3368101,0.3700884,0.388173,0.434364,0.4497901,0.3393401,0.6125362,0.5564571,0.6144295,0.1632353,0.3977487,0.3828366,0.5084925,0.2347977,0.2361762,0.5266048,0.5278281,0.5450851,0.3593379,0.3994283,0.5898715,0.4592178,0.5283028,0.2645613,0.5421706,0.4003691,,0.4408661,0.5273264,0.1838836,,0.4689315,0.3301588,0.4625732,,0.7247863,0.6112536,0.4694362,0.4732799,0.5215328,0.3945434,,0.3816582,0.1136893,0.1860276,0.5166428,,0.2976292,,,,0.3636231,,0.4201493,0.0926112,0.4076245,0.5508694,0.4278279,0.4699363,0.544882,0.4661775,0.3590324,0.5117217,0.5275815,0.400761,0.3929289,0.4221796,0.3607221,0.2859535,0.5128075,0.6774085,0.5870138,0.4796493,0.4510845,0.3149413,0.4328895,0.6013351,,0.5737528,0.4494029,0.4104668,0.3155624
m1995,0.5982584,0.6153408,0.3743526,0.6424639,0.528577,0.8607588,0.4251542,0.2995285,0.7237678,0.7271042,0.6627128,0.565722,0.643079,0.5409379,0.4668325,0.2481219,0.3409324,0.2953765,,0.3236254,0.5516892,0.7458855,0.7309451,0.6685722,0.1572721,0.4031058,,,0.2562247,0.5867506,0.4075017,0.8063657,0.8972068,0.3552162,0.5440508,0.1869639,0.7783827,0.7259523,0.149145,0.1879864,0.0858812,,0.409626,0.5686031,,0.8069518,0.2832496,,,0.5833594,0.8611818,0.4733609,,,0.182197,0.4698774,,0.7358916,0.4845245,,0.7320085,,0.6934039,,,0.7676736,,,,0.5820165,,0.6028089,,0.7576269,0.2595857,0.6239973,0.4183174,0.5781429,0.7233863,0.8220803,0.3130089,0.4197996,0.8083477,0.848475,0.5894525,0.8078451,0.5818586,0.1329797,0.6047579,0.4484831,0.2730298,0.5019182,0.7712229,0.5980658,0.3635374,,0.4717921,0.7380857,0.5786091,0.8430897
m1996,0.5008968,0.6405376,0.3620148,0.8103081,0.4949072,0.9316918,0.5458586,0.2985614,0.6904342,0.7550556,0.3907114,0.5312681,0.6490676,,0.4034841,0.2976197,0.205583,0.1602927,,,0.6638709,0.7004871,0.527375,0.6087205,0.1609715,0.3160592,,,0.4179265,0.5953042,0.5250127,0.9519196,0.9744887,,0.435363,0.1999942,0.740887,0.8021185,0.2012446,0.3295204,0.1277513,,0.5068353,0.6857791,,0.8016936,0.2490456,,,0.4825136,0.8319085,0.4275933,,,0.1496488,0.4783851,,0.3666096,0.7621222,,0.6661873,,0.8504238,,,0.7856337,,,,0.6267354,,0.6337671,,0.9204048,0.2614028,0.7134052,0.3513704,0.0372074,0.696712,0.8397796,0.2736952,0.4248254,0.7891156,0.780515,0.7641424,0.9051777,0.7370789,0.160418,0.4847043,0.5847609,0.2678371,0.5351274,0.8010663,0.5356673,0.4221653,,0.476804,0.6998526,0.588905,
m1997,0.3766934,0.4000185,0.581986,0.3850675,0.4620048,0.3416115,0.5535582,0.6051542,0.4494767,0.2573425,0.3831427,0.4134588,0.2217623,0.4060182,0.4771867,0.6139137,0.5454765,0.5971814,0.1740238,0.4442878,0.2811667,0.3621043,0.3280388,0.4544868,0.6385107,0.5743427,0.3228138,0.1329529,0.5507584,0.4056195,0.461951,0.2818831,0.1698747,0.5130761,0.4892904,0.6843849,0.3929437,0.4547148,0.4709101,0.6484432,0.4739218,0.2583156,0.4585576,0.3255817,,0.3206305,0.5626727,0.8206544,0.2536167,0.293509,0.2167368,0.5061713,,0.5350538,0.6659485,0.4529875,0.009199,0.5480674,0.4147296,,0.2715263,0.4330237,0.3083871,0.3617763,,0.3728497,,0.5577548,,0.4327458,,0.4902205,0.3274176,0.4317885,0.609159,0.483263,0.5661995,0.5500104,0.3943954,0.2781687,0.6230537,0.5744199,0.3635316,0.3706183,0.4038945,0.2900713,0.3555737,0.4446652,0.2974261,0.5042052,0.4173087,0.3392656,0.3434597,0.4724872,0.6240385,,0.5325811,0.3431749,0.4085412,0.2749826
m1998,0.6482852,0.8036808,0.3735378,0.7964171,0.611294,0.7640818,0.5236075,0.269557,0.7406192,0.7452094,0.5720846,0.5282213,0.6566636,0.4720985,0.7119553,0.3480276,0.3012052,0.2669525,,0.2171677,0.7671266,0.778567,0.6410301,0.5272229,0.1727021,0.460211,,,0.3678437,0.5618392,0.6383909,0.9600719,0.9032964,0.6843148,0.519773,0.249005,0.7465327,0.6698823,0.3244421,0.3293435,,,0.3903577,0.6044415,,0.7329101,0.2339746,,,0.6434948,0.9556699,0.4634323,,,0.199698,0.6047433,,0.6269251,0.5613044,,0.7117566,,0.8640289,,,0.7943809,,,,0.2135175,,0.6620456,,0.7455424,0.2224897,0.5782793,0.407477,0.3296969,0.7913285,0.7992177,0.2316075,0.2870351,0.7518886,0.786735,0.690806,0.8375451,0.7033251,0.2119248,,0.6487209,0.7258787,0.8452026,0.8125869,0.5978438,0.1709898,,0.4492051,0.7288612,0.6338714,0.7388008
m1999,0.5582323,0.6058,0.4785898,0.414755,0.4463159,0.7676023,0.6366674,0.3626792,0.6888971,0.5382406,0.4145468,0.4899897,0.7107432,0.4198941,0.2442572,0.4756255,0.3149401,0.3436882,,0.6346704,0.5860781,0.6168143,0.3125776,0.7021494,0.3265594,0.4823578,,,0.1475591,0.6535334,0.6298587,0.758199,0.7414219,0.4600083,0.5279387,0.1692777,0.6882074,0.5813678,0.245291,0.494688,0.0839917,,0.6391361,0.5506819,,0.6704529,0.2921625,,,0.6244302,0.7730203,0.4592406,,,0.3625306,0.6023584,,0.6832669,0.6728816,,0.5249718,,0.7829169,,,0.6139632,,,,0.5304207,,0.4256675,,0.9661768,0.3479608,0.5140559,0.4926538,0.3703142,0.7538278,0.6318158,0.4712165,0.4127034,0.5158088,0.6386821,0.5037245,0.7332794,0.747569,0.4261918,,0.4419165,0.7646724,0.4229616,0.7048752,0.5737624,0.329469,,0.4792673,0.5691005,0.6105486,
m2,,0.4604947,0.4120141,0.488686,0.5415037,0.606168,0.4399639,0.3561362,0.5370962,0.6123092,0.5946757,0.6583961,0.4652871,0.3255247,0.5822678,0.3867998,0.4347973,0.3682908,0.5473947,0.6521179,0.6918965,0.6282328,0.6225927,0.5385043,0.3167607,0.3867411,0.7128668,0.7493009,0.3929558,0.6376093,0.5130956,0.4641872,0.5075076,0.8567495,0.6279679,0.2310897,0.6032567,0.5251671,0.6114535,0.4657746,0.5382902,,0.5953441,0.5840361,,0.6901662,0.3939063,0.0717688,0.6952944,0.6568212,0.580996,0.5356848,,,0.3861558,0.4815954,0.4411081,0.5434461,0.4385368,,0.6072979,,0.51789,,,0.5342756,,,,0.5675631,,0.5479303,0.4099616,0.7215455,0.3650081,0.3132756,0.2692616,0.549365,0.6301305,0.646777,0.2671827,0.5844169,0.5983293,0.6259328,0.5180779,0.5806294,0.5511382,0.3001793,0.8433285,0.4309141,0.5340405,0.6115854,0.5966876,0.4528209,0.4133406,,0.5325557,0.6476234,0.5686986,0.750348
m20,0.6123092,0.6803431,0.3497827,0.7367032,0.3641722,0.7353962,0.3751506,0.3511217,0.4693983,,0.5609092,0.6509109,0.3712222,0.3615672,0.6061808,0.3251335,0.2585778,0.2197264,0.6483193,,0.6742539,0.7150446,0.6601242,0.6314519,0.1623736,0.2794499,0.9664355,,0.2951657,0.6169544,0.4181077,0.7823796,0.8380411,,0.5783381,0.2662923,0.7184948,0.5561218,0.4126298,0.9441271,0.7458931,,0.4794385,0.7456482,,0.571621,0.402806,,0.8050746,0.6897248,0.831744,0.4547121,,,0.2417383,0.4764492,,0.1732204,0.666363,,0.8254696,0.6807445,0.6706881,,,0.7911168,,,,0.7161437,,0.6749507,0.7294092,0.7066724,0.249274,0.6281295,0.795367,0.2572039,0.6852296,0.7706714,0.3309393,0.3948524,0.9309039,0.7581474,0.6640169,0.7874144,0.7932478,0.1202698,,0.4306087,0.6975971,0.7488431,0.624537,0.5429865,0.5613323,,0.4049144,0.6747568,0.592611,0.7062079
m200,0.750348,0.8094747,0.4423479,,0.3091347,0.9097986,,0.4406988,0.6700602,0.7062079,0.56169,0.541772,,,,0.0601362,0.2638827,0.0798685,,,0.7108455,0.5836997,0.781062,0.4580471,0.1547155,0.9006859,,,0.0523362,0.7874898,0.0643681,,,,0.2507229,,0.925326,0.817589,1.0,,,,0.2736511,0.2262878,,0.6811355,0.4866366,,,0.6367874,,0.127632,,,0.3195031,0.3961604,,,,,0.6343262,,,,,0.9419462,,,,0.0158552,,0.5441776,,,0.3251301,,0.681234,,0.4560867,0.8176259,0.1888705,0.2309817,,0.5943969,0.7740352,0.4791572,,0.0593054,,0.347958,,,0.3657008,,,,,0.9415878,0.160909,
m2000,0.4561253,0.3223401,0.583133,0.3554062,0.5962456,0.2746932,0.583457,0.5612261,0.5329702,0.2914335,0.5853344,0.4406245,0.5449309,0.6150579,0.3000816,0.5433451,0.5489145,0.5292945,0.628001,0.2346724,0.3578473,0.3454381,0.4287461,0.377508,0.6247593,0.5107085,0.1381994,0.1054247,0.4648749,0.4495286,0.5827723,0.2443496,0.1944305,0.4406849,0.4782258,0.5189162,0.4355129,0.3487213,0.4661326,0.3307874,0.3823042,0.4631067,0.5645401,0.4448992,,0.325534,0.4933158,0.4059737,0.2953767,0.3699461,0.1702251,0.5656938,0.0482905,0.1205194,0.7309949,0.5294414,,0.3450334,0.4058665,,0.3884704,0.2086078,0.276094,0.5722,,0.2927413,,0.4903877,,0.4386023,,0.5189741,0.3059444,0.3416892,0.6469817,0.5533593,0.5055645,0.4417129,0.3457123,0.3273321,0.4446568,0.5101502,0.3664081,0.3981241,0.4354655,0.2554721,0.2462389,0.616008,0.4421208,0.5908765,0.2890278,0.4275688,0.3302649,0.406706,0.555571,,0.5052959,0.356776,0.4718305,0.3209183
m2001,0.531061,0.4058784,0.5283592,0.4934824,0.6628527,0.4033523,0.6080315,0.4610827,0.5344869,0.4059809,0.6723206,0.457796,0.3994391,0.4701624,0.3584998,0.4459805,0.4664715,0.470083,0.8205739,0.24245,0.4966886,0.4829425,0.5517897,0.4600273,0.4463298,0.4910636,0.4559503,0.2639278,0.3166932,0.4997379,0.5685569,0.5409654,0.4751864,0.5547688,0.5461932,0.5282828,0.5818133,0.4992939,0.4888481,0.1989797,0.3314983,0.5380816,0.5193419,0.5254196,,0.4519445,0.4701239,,,0.5356566,0.4813108,0.5796836,0.129475,,0.6032271,0.5316002,,0.2711339,0.3970935,,0.5088892,0.3500441,0.5015381,,,0.4945734,,,,0.459365,,0.497805,0.21227,0.5564258,0.5332842,0.4690551,0.3004451,0.5415165,0.4634801,0.5108817,0.3663338,0.5614357,0.4872892,0.5151553,0.5210643,0.450502,0.4436899,0.4968563,0.3934931,0.526674,0.5737469,0.2800683,0.4759709,0.542181,0.2456473,,0.3784434,0.4952892,0.5223988,0.6754652
m2002,0.5479449,0.485633,0.454342,0.3104367,0.6158074,0.6745198,0.4820155,0.3961403,0.5415619,0.5169145,0.6600128,0.5340602,0.5604299,0.5321894,0.3569484,0.399178,0.4403231,0.3821181,0.7706607,0.3497513,0.5312561,0.6843766,0.6055459,0.5612922,0.3468646,0.4299317,0.6082761,,0.2992278,0.5099154,0.472512,0.6730345,0.57348,0.4208454,0.5654707,0.5475293,0.4537533,0.5891836,0.3818973,0.5753929,0.4706478,0.3692085,0.4144094,0.6362352,,0.4532154,0.3699583,,,0.5247107,0.6168196,0.5393813,0.3371329,,0.4855039,0.560161,,0.1954296,0.4535357,,0.5856727,0.4288775,0.6456229,,,0.5872493,,,,0.5177773,,0.4429026,0.1563803,0.5115572,0.4533171,0.7590881,0.4410068,0.2922057,0.5680777,0.6765569,0.3395067,0.4785097,0.6024408,0.5754165,0.6584299,0.5843367,0.584422,0.3441083,0.5293866,0.4815505,0.476425,0.4368222,0.5736011,0.5005226,0.6339013,,0.3732309,0.5867107,0.4800415,0.4865813
m2003,0.5777161,0.4938081,0.5156947,0.5200827,0.5618005,0.4212191,0.5745379,0.5036031,0.5357423,0.4623137,0.5209054,0.5740685,0.4683684,0.3058588,0.4920229,0.5044008,0.4416503,0.4267848,0.5272686,0.0680307,0.5767724,0.5162179,0.4835702,0.6098097,0.4064766,0.5580744,0.5799799,0.3944224,0.3126461,0.5172611,0.4915132,0.4789867,0.4486495,0.5433021,0.6313433,0.4323431,0.4941423,0.5124128,0.5013286,0.3389909,0.4320662,0.3630994,0.5312372,0.4704924,,0.4998384,0.5168261,0.3823471,0.709276,0.6193775,0.4687261,0.5775597,,0.7718144,0.4700653,0.4748662,0.329763,0.4258159,0.4901702,,0.4645465,0.5264002,0.4517615,0.3556215,,0.6403025,,0.0175496,,0.4757718,,0.5652387,0.2013931,0.5930377,0.425326,0.5655827,0.4805524,0.6760367,0.4920051,0.4806315,0.4088477,0.554676,0.4293368,0.5339283,0.4872807,0.4969311,0.4780303,0.338601,0.29073,0.5817252,0.629706,0.53457,0.5529955,0.5492239,0.5261309,,0.4629402,0.5194145,0.5607691,0.4351273
m2004,0.5533793,0.5904671,0.3905657,0.768806,0.5218997,0.6549662,0.505862,0.2855891,0.4419772,0.6600253,0.5144922,0.5512671,0.5580945,0.272179,0.1728849,0.3092011,0.383083,0.3324843,0.6477553,0.877024,0.6257036,0.7214067,0.6011987,0.6548487,0.2019072,0.3538786,0.6666359,0.6792868,0.2507677,0.5678411,0.3915005,0.8517106,0.7365347,0.6995131,0.574172,0.525971,0.6003412,0.6196074,0.6514944,,0.6094878,,0.4329576,0.5159598,,0.7446138,0.4157834,,,0.6537422,0.7476007,0.4590354,,,0.2377402,0.4847165,,0.4948846,0.4810577,,0.7280591,,0.7692745,,,0.6170843,,,,0.6062311,,0.466572,0.7517082,0.6282397,0.2681861,0.6984675,0.6385333,0.4239348,0.7453623,0.7347064,0.4712931,0.4003997,0.5088624,0.7087517,0.5521713,0.6634826,0.7588079,0.3664326,1.0,0.4139693,0.2268146,0.5883253,0.6534007,0.6127883,0.3727419,,0.2417099,0.7097046,0.6105702,0.6040224
m2005,0.5348249,0.4066022,0.4590719,0.3893099,0.5148366,0.3676141,0.5299292,0.5660755,0.5948889,0.5489011,0.5169545,0.5332073,0.3796406,0.5204762,0.5108227,0.5309488,0.4799631,0.5182741,0.33532,0.5332506,0.4875395,0.45667,0.4663826,0.5267323,0.5133851,0.4901411,0.4869259,0.8584722,0.4516182,0.4620888,0.5165907,0.3370129,0.4001069,0.5680747,0.5043916,0.5342095,0.3878693,0.4525842,0.4410928,0.5156897,0.3499029,0.5386172,0.4739978,0.4267811,,0.4525203,0.5646386,0.0714885,,0.4996022,0.4317924,0.6028435,0.7829755,,0.5021607,0.4895425,,0.5572908,0.5770245,,0.4119063,0.3546761,0.3790086,,,0.5821047,,,,0.4883219,,0.485467,0.5042914,0.3429919,0.4272218,0.4621561,0.5201913,0.4978803,0.4929898,0.4723184,0.4040213,0.569564,0.4474096,0.479779,0.4893836,0.5002701,0.425164,0.4090231,0.5641794,0.6544414,0.58794,0.6284747,0.4957675,0.5672097,0.3804784,,0.4273619,0.5185943,0.5477011,0.2676743
m2006,0.5532985,0.3917008,0.5003683,0.4205947,0.6321303,0.4976106,0.4532019,0.4835919,0.5512317,0.3648646,0.6186246,0.5324492,0.5375083,0.4970056,0.5530246,0.4987657,0.4851111,0.4578055,0.6470192,0.3021738,0.4748891,0.5535399,0.6021179,0.5359564,0.4704729,0.5324931,0.287441,0.1911002,0.3913731,0.5345296,0.5663385,0.5302815,0.3892157,0.4712633,0.539791,0.4102654,0.5474662,0.4397531,0.3146081,0.4361764,0.432471,0.2594793,0.5639393,0.5216567,,0.5186145,0.3637569,0.8244141,,0.4452088,0.384833,0.5397884,,,0.547664,0.5831261,0.8050714,0.362817,0.3035191,,0.4804733,0.2656212,0.4288811,,,0.4563942,,,,0.4960443,,0.4241962,0.3301334,0.6111978,0.5470473,0.2902118,0.4369735,0.6386605,0.5265474,0.451863,0.3934511,0.6534145,0.413322,0.5702355,0.5728885,0.4780762,0.4312545,0.5302146,0.7596056,0.5475589,0.4852794,0.508746,0.4964102,0.515968,0.5914656,,0.6113062,0.4650409,0.4601675,0.6367468
m2007,0.7208354,0.8603148,0.3937729,,0.4595288,0.8321159,0.1804831,0.3768925,0.6289045,0.8634327,0.4000376,0.7650133,0.4841853,0.2969219,,0.3164788,0.3652999,0.4348393,,,0.5812669,0.7409301,0.8144207,0.4498417,0.2292049,0.4172054,0.5787039,,0.5982029,0.741175,0.3763492,0.8740423,,0.8415873,0.6278488,0.4723538,0.8361089,0.7610972,0.2767873,,0.4818601,,0.6136467,0.3950972,,0.4985197,0.4059059,0.7016295,,0.5482725,0.8369767,0.5197708,,,0.3760727,0.6314037,,,0.4095453,,0.9516555,,,,,0.8227991,,,,0.3426094,,0.7435289,,0.861118,0.258047,,0.1845403,0.7191839,0.5822819,0.7512971,0.2902997,0.4588567,0.8932644,0.7131578,0.5158599,0.8026272,0.8451506,0.1051455,0.381584,0.4833601,0.6655747,0.3521766,0.7491122,0.3739154,0.1654226,,0.2999338,0.7792742,0.6334624,
m2008,,,0.823903,,0.084341,0.4272905,,0.6663382,,0.4686425,0.3520433,0.6200693,0.5434359,0.441079,,0.4900688,0.3351702,0.2462874,,,,0.4987982,0.6493033,,0.3827075,0.4520793,,,0.3631408,,0.4488524,,,,0.8214745,,,0.7978394,,,,,0.5951578,,,,0.2502634,,,,,0.8090627,,,0.5186727,0.8360021,,,,,,,,,,0.957948,,,,0.2541002,,0.5480818,,,0.1720964,,0.2709093,,,0.5986875,0.0806841,0.8670811,0.298382,0.7209065,0.4069709,0.3751122,,0.5975472,,0.7315555,,0.595631,0.7180092,0.6595088,0.3286071,,,0.2169235,0.3457651,
